Date,hd1,hd2,hd3,hd4,hd5,hd6,hd7,hd8,hd9,hd10,average,Label2,Label3
2020-01-05,Full-season Corn Impacted by Dry Weather in Southern Brazil,Dry Weather Trimming Soy Yields in Southern Brazil and NE Brazil,"2019/20 Argentina Corn Helped by Rain, Needs More",2019/20 Argentina Soybeans Stabilized with Improved Weather,2019/20 Argentina Corn Helped by Rain Needs More,Rust Monitoring System Reduces Fungicide Applications by 35%,Brazil to Obtain Bids on R$ 101 Billion of Infrastructure Projects,Fewer Cases of Soybean Rust in Brazil vs. Last Growing Season,Drought Impacting Crops in Rio Grande do Sul in Southern Brazil,,"3,84",1,0
2020-01-08,Drought Impacting Crops in Rio Grande do Sul in Southern Brazil,"Brazil Soybeans 0.4% Harvested vs 2.1% Last Year, 0.7% Average",Brazil Soybeans 0.4% Harvested vs 2.1% Last Year 0.7% Average,2019/20 Argentina Corn Helped by Rain Needs More,Fewer Cases of Soybean Rust in Brazil vs. Last Growing Season,"2019/20 Argentina Corn Helped by Rain, Needs More",Rust Monitoring System Reduces Fungicide Applications by 35%,Corn to Account for 4.7% of Brazil's Ethanol Production in 2019/20,Brazil Full-Season Corn Impacted by Dry Weather in S. Brazil,2019/20 Argentina Soybeans Stabilized with Improved Weather,"3,86",0,0
2020-01-11,"Brazil Soybeans 0.4% Harvested vs 2.1% Last Year, 0.7% Average",Brazil Full-Season Corn Impacted by Dry Weather in S. Brazil,"Corn in Argentina 88% Planted, Northern Argentina Last to Plant",Tight Corn Supplies in Southern Brazil could Worsen in Near Future,Soy 93% Planted in Argentina Acreage Reduced due to Dry Weather,Corn to Account for 4.7% of Brazil's Ethanol Production in 2019/20,"Soy 93% Planted in Argentina, Acreage Reduced due to Dry Weather",Brazilian Farmers have Started to Plant their 2020 Safrinha Corn,Farmers in Parana Petition for Late Planting of Safrinha Corn,Brazil Soybeans 0.4% Harvested vs 2.1% Last Year 0.7% Average,"3,86",1,0
2020-01-20,Brazil Soybean Harvest 1.8% Complete vs 6.1% in 2019,"Argentine Inflation 53.8% in 2019, 2020 is Forecasted at 42.2%",Mato Grosso Farmers have Sold 4.9% of their 2020/21 Soybean Crop,After a Dry Start Late Rains Benefit Soybeans in Paraguay,Port of Paranagua Increasing the Amount of Rail Deliveries,Brazilian Supreme Court to decide Fate of Freight Rates on Feb 19th,Argentine Inflation 53.8% in 2019 2020 is Forecasted at 42.2%,Corn Prices and Corn Sales in Brazil Expected to Remain Strong,Truckers want More than the 11-15% Increase in Freight Rates,"After a Dry Start, Late Rains Benefit Soybeans in Paraguay","3,89",0,-1
2020-01-23,Brazilian Supreme Court to decide Fate of Freight Rates on Feb 19th,Planting Nearly Complete in Argentina Dry Forecast Worries,Optimistic Mood at Brazil's first Big Farm Show of the Season,Brazilian Analysts Optimistic Concerning Brazil's Soybean Exports,"Planting Nearly Complete in Argentina, Dry Forecast Worries",After a Dry Start Late Rains Benefit Soybeans in Paraguay,"After a Dry Start, Late Rains Benefit Soybeans in Paraguay",Mato Grosso Farmers have Sold 4.9% of their 2020/21 Soybean Crop,,,"3,86",0,-1
2020-01-26,"Planting Nearly Complete in Argentina, Dry Forecast Worries",Early Soybean Yields in Brazil are Generally Positive,Agricultural Products Represented 43.2% of Brazil's Exports in 2019,Optimistic Mood at Brazil's first Big Farm Show of the Season,Brazil to be a Major Exporter of Food to India in the Coming Years,Planting Nearly Complete in Argentina Dry Forecast Worries,Brazilian Analysts Optimistic Concerning Brazil's Soybean Exports,,,,"3,82",0,0
2020-01-29,Brazil to be a Major Exporter of Food to India in the Coming Years,"2019/20 Argentina Corn 97% Planted, 190,000 ha Left to Plant",Early Soybean Yields in Brazil are Generally Positive,Agricultural Products Represented 43.2% of Brazil's Exports in 2019,2019/20 Argentina Corn 97% Planted 190000 ha Left to Plant,Farmers in Bahia Starting to Harvest their Irrigated Soybeans,Planting Nearly Complete in Argentina Dry Forecast Worries,2019/20 Argentina Soybeans 100% Planted,Brazilian Analysts Optimistic Concerning Brazil's Soybean Exports,"Planting Nearly Complete in Argentina, Dry Forecast Worries","3,81",0,0
2020-02,Soy Producers and Processors in Argentina Upset over Higher Taxes,Domestic Grain Prices in Brazil Setting Record Highs,Domestic Corn Prices in Brazil Continue Very Strong,Emater Lowers Soy and Corn Estimates in Rio Grande do Sul,Brazil's Biodiesel Blend Increased to 12% Vegetable Oil (B12),"Brazil is ""Best Game in Town"" When it Comes to Soybean Exports",2019/20 Brazilian Soybeans 43.1% Harvested,Domestic Corn Prices in Brazil 20% Higher Than a Year Ago,Dry Weather could Impact Late Developing Soybeans in Argentina,Reaction to USDA's 2020 Outlook Conference,"9,03",0,-1
2020-02,Domestic Grain Prices in Brazil Setting Record Highs,Domestic Corn Prices in Brazil Continue Very Strong,Emater Lowers Soy and Corn Estimates in Rio Grande do Sul,Hot and Dry Weather Could Impact Late Crops in Argentina,Brazil's Biodiesel Blend Increased to 12% Vegetable Oil (B12),Domestic Corn Prices in Brazil 20% Higher Than a Year Ago,Brazil's Largest Sugar Mill May Add Corn to Produce Ethanol,Half of Brazil's Safrinha Corn Planted after Ideal Window Closes,Reaction to USDA's 2020 Outlook Conference,"Brazilian Government Releases ""Pre-Cost"" Funding","3,84",0,0
2020-02-01,2019/20 Soybean Harvest Pace in Brazil Slower than Last Year,2019/20 Argentina Corn 97% Planted 190000 ha Left to Plant,Domestic Corn Prices in Brazil Expected to Remain Strong in 2020,2019/20 Brazilian Safrinha Corn Acreage Uncertain,"2019/20 Argentina Corn 97% Planted, 190,000 ha Left to Plant",Farmers in Bahia Starting to Harvest their Irrigated Soybeans,Ethanol Stimulates Safrinha Corn Production in Mato Grosso,Port of Itaqui Destined to be one of the Largest Grain Ports in Brazil,2019/20 Argentina Soybeans 100% Planted,,"3,81",0,0
2020-02-04,2019/20 Brazilian Safrinha Corn Acreage Uncertain,Port of Itaqui Destined to be one of the Largest Grain Ports in Brazil,2019/20 Argentina Corn 97% Planted 190000 ha Left to Plant,China's Grain Purchases Focused on Brazilian Soybeans,2019/20 Argentina Soybeans 100% Planted,2019/20 Soybean Harvest Pace in Brazil Slower than Last Year,Domestic Corn Prices in Brazil Expected to Remain Strong in 2020,Ethanol Stimulates Safrinha Corn Production in Mato Grosso,"2019/20 Argentina Corn 97% Planted, 190,000 ha Left to Plant",,"3,82",0,0
2020-02-07,Brazilian Farmers Actively Planting their 2020 Safrinha Corn,Brazilian Farmers Starting to Plant their 2019/20 Safrinha Corn,February WASDE Increased Soybean Production in South America,Conab Increased Brazilian Soy and Corn Estimates in Feb. Report,Attorney General in Mato Grosso blocks Late Planting of Soybeans,"2019/20 Brazilian Soybeans 15.7% Harvested, about Average",Domestic Corn Prices in Brazil Expected to Remain Strong in 2020,China's Grain Purchases Focused on Brazilian Soybeans,2019/20 Brazilian Soybeans 15.7% Harvested about Average,,"3,82",0,0
2020-02-10,"2019/20 Brazilian Soybeans 15.7% Harvested, about Average",2019/20 Brazilian Soybeans 15.7% Harvested about Average,February WASDE Increased Soybean Production in South America,Attorney General in Mato Grosso blocks Late Planting of Soybeans,Brazilian Farmers Starting to Plant their 2019/20 Safrinha Corn,Brazilian Farmers Actively Planting their 2020 Safrinha Corn,Conab Increased Brazilian Soy and Corn Estimates in Feb. Report,Corn Accounted for 3.8% of Brazil's Ethanol Production in 2019/20,China's Grain Purchases Focused on Brazilian Soybeans,,"3,8",0,0
2020-02-13,"Inauguration of Completed BR-163 Brazil's ""Soybean Highway""",2019/20 Brazil Soybeans 27.4% Harvested,Brazilian Farmers Planting Safrinha Corn after Soybean Harvest,Freight Rates Increasing in Brazil as Soybean Harvest Accelerates,Attorney General in Mato Grosso blocks Late Planting of Soybeans,Soybean Rust in Brazil Lowest on Record Scientists Speculate Why,Brazilian Farmers Actively Planting their 2020 Safrinha Corn,"Inauguration of Completed BR-163, Brazil\'s ""Soybean Highway""","Soybean Rust in Brazil Lowest on Record, Scientists Speculate Why",Corn Accounted for 3.8% of Brazil's Ethanol Production in 2019/20,"3,8",0,-1
2020-02-16,Brazilian Farmers Actively Planting their Safrinha Corn,"Soybean Rust in Brazil Lowest on Record, Scientists Speculate Why",Freight Rates Increasing in Brazil as Soybean Harvest Accelerates,2019/20 Brazil Soybeans 27.4% Harvested,"Inauguration of Completed BR-163, Brazil\'s ""Soybean Highway""",Brazilian Farmers Planting Safrinha Corn after Soybean Harvest,Farmers in Argentina Contemplate a General Strike,"Inauguration of Completed BR-163 Brazil's ""Soybean Highway""",Soybean Rust in Brazil Lowest on Record Scientists Speculate Why,Brazilian Exporters Confident about Grain Volumes in 2020,"3,8",0,-1
2020-02-19,Brazilian Exporters Confident about Grain Volumes in 2020,"Inauguration of Completed BR-163 Brazil's ""Soybean Highway""",Brazilian Farmers Planting Safrinha Corn after Soybean Harvest,Reaction to USDA's 2020 Outlook Conference,"Inauguration of Completed BR-163, Brazil\'s ""Soybean Highway""",Farmers in Argentina Contemplate a General Strike,Brazilian Farmers Actively Planting their Safrinha Corn,"Brazilian Government Releases ""Pre-Cost"" Funding",2019/20 Brazil Soybean Harvest slows to 5-year Average Pace,,"3,76",0,0
2020-02-22,Dry Weather could Impact Late Developing Soybeans in Argentina,Domestic Corn Prices in Brazil 20% Higher Than a Year Ago,Reaction to USDA's 2020 Outlook Conference,"Brazilian Government Releases ""Pre-Cost"" Funding",Brazilian Cotton Producers and Exporters Expecting a Good 2019/20,2019/20 Brazil Soybean Harvest slows to 5-year Average Pace,Brazil's Largest Sugar Mill May Add Corn to Produce Ethanol,Half of Brazil's Safrinha Corn Planted after Ideal Window Closes,,,"3,7",1,1
2020-02-25,Suspended Exports May Mean Higher Export Taxes in Argentina,Brazil's Largest Sugar Mill May Add Corn to Produce Ethanol,Brazilian Cotton Producers and Exporters Expecting a Good 2019/20,Half of Brazil's Safrinha Corn Planted after Ideal Window Closes,Domestic Corn Prices in Brazil 20% Higher Than a Year Ago,Dry Weather could Impact Late Developing Soybeans in Argentina,2019/20 Brazil Soybean Harvest slows to 5-year Average Pace,Reaction to USDA's 2020 Outlook Conference,,,"3,71",1,1
2020-02-28,Suspended Exports May Mean Higher Export Taxes in Argentina,Hot and Dry Weather Could Impact Late Crops in Argentina,Brazil's Biodiesel Blend Increased to 12% Vegetable Oil (B12),"Brazil is ""Best Game in Town"" When it Comes to Soybean Exports",Emater Lowers Soy and Corn Estimates in Rio Grande do Sul,Domestic Corn Prices in Brazil 20% Higher Than a Year Ago,Domestic Corn Prices in Brazil Continue Very Strong,2019/20 Brazilian Soybeans 43.1% Harvested,,,"3,78",0,0
2020-03,"Last Week was ""Best Week Ever"" for Brazilian Grain Producers",Only Minor Problems being Reported for Brazilian Logistics,Domestic Corn Prices in Brazil remain Strong,Safrinha Corn off to a Good Start in Southwestern Goias,Grain Logistics in Argentina are Tenuous at Best,Southern Safrinha Corn Areas of Brazil need Rain,Parana Farmers to Increase 2020 Winter Wheat Acreage by 5%,Brazilians Advised to Sell their Soy before Potential Stronger Real,Brazilian Producers Bullish on Future of Corn Ethanol Production,Virus Threat leads to Uncertainty of Grain Transport in Brazil,"3,76",0,-1
2020-03,Argentina Soybeans 8.1% Harvested Yields Variable,Brazil Soy 86% Harvested Rio Grande do Sul Severely Impacted,Only Minor Problems being Reported for Brazilian Logistics,Domestic Corn Prices in Brazil remain Strong,Soybean Yields in Rio Grande do Sul down at Least 40%,Brazilian Soybean Producers Recording Record High Profit Margins,Parana Farmers to Increase 2020 Winter Wheat Acreage by 5%,Brazilians Advised to Sell their Soy before Potential Stronger Real,Brazilian Producers Bullish on Future of Corn Ethanol Production,Brazil Soybeans 70% Harvested Variable Yields being Reported,"8,9",0,-1
2020-03-05,Hot and Dry Conditions in Argentina could Impact Late Planted Soy,"In March Report Conab Increases Brazil Soy, Lowers Brazil Corn",2019/20 Brazil Soybeans Over Half Harvested,Domestic Corn Prices in Brazil Continue Very Strong,Emater Lowers Soy and Corn Estimates in Rio Grande do Sul,Domestic Grain Prices in Brazil Setting Record Highs,End of Safrinha Planting Window Approaching in Brazil,In March Report Conab Increases Brazil Soy Lowers Brazil Corn,Soy Producers and Processors in Argentina Upset over Higher Taxes,,"3,76",0,-1
2020-03-08,Soy Producers and Processors in Argentina Upset over Higher Taxes,End of Safrinha Planting Window Approaching in Brazil,In March Report Conab Increases Brazil Soy Lowers Brazil Corn,Emater Lowers Soybean Production in Rio Grande do Sul by 32%,Hot and Dry Conditions in Argentina could Impact Late Planted Soy,Safrinha Corn in Northwestern Parana off to a Rough Start,Northern Mato Grosso Produced a Very Good Soy Crop in 2019/20,"In March Report Conab Increases Brazil Soy, Lowers Brazil Corn",2019/20 Brazil Soybeans Over Half Harvested,,"3,71",0,-1
2020-03-14,Soybean Estimates Continue to Decline in Rio Grande do Sul,Dry Weather Impacting Start of Safrinha Corn in Brazil,Argentine Mayor's Attempt to Close Ports Overruled for Now,Safrinha Corn in State of Parana off to Irregular Start,Brazil Exporters Confident Virus will Not Impact Total Shipments,Weak Currency Spurs Aggressive Selling by Brazilian Farmers,,,,,"3,45",1,0
2020-03-26,Brazilians Advised to Sell their Soy before Potential Stronger Real,Brazilian Soybean Producers Recording Record High Profit Margins,Brazilian Producers Bullish on Future of Corn Ethanol Production,Parana Farmers to Increase 2020 Winter Wheat Acreage by 5%,Brazilian Minister Declares Agribusiness Essential Services,Port of Paranagua in Brazil takes Precautions to Protect Workers,Grain Logistics in Argentina are Tenuous at Best,Southern Safrinha Corn Areas of Brazil need Rain,,,"3,42",0,-1
2020-03-29,Brazilian Soybean Producers Recording Record High Profit Margins,Parana Farmers to Increase 2020 Winter Wheat Acreage by 5%,Safrinha Corn off to a Good Start in Southwestern Goias,Southern Safrinha Corn Areas of Brazil need Rain,Domestic Corn Prices in Brazil remain Strong,Soybean Yields in Rio Grande do Sul down at Least 40%,Grain Logistics in Argentina are Tenuous at Best,Brazilian Minister Declares Agribusiness Essential Services,,,"3,36",0,-1
2020-04,Soy Prices Continue to Increase in Brazil due to Weaker Currency,Brazil Crushers Compete with Exporters for Tight Soy Supplies,Imea Estimates Mato Grosso will surpass 10 mha of Soy in 2020/21,2019/20 Argentina Soy Harvest Ahead of Average Approaching 70%,U.S. Corn Planting 51% Complete Soy 23% both Ahead of Average,Brazilian Farmers Expected to Increase their Winter Wheat Acreage,Brazil Soy Supply Should be Adequate to Meet Demand in 2020,Paraguay Ethanol Production Impacted by Corvid-19 Pandemic,Brazil Continues to Export Soybeans at a Record Pace,Domestic Soybean Prices in Brazil Set Records Last Friday,"8,61",0,-1
2020-04,Soy Prices Continue to Increase in Brazil due to Weaker Currency,2019/20 Argentina Corn Harvest Advanced 2% last Week to 37%,U.S. Corn Planting 51% Complete Soy 23% both Ahead of Average,2019/20 Safrinha Corn in Southern Brazil Waiting for Rain,Dry Weather a Concern for Southern Safrinha Corn in Brazil,Brazilian Farmers Expected to Increase their Winter Wheat Acreage,Paraguay Ethanol Production Impacted by Corvid-19 Pandemic,Domestic Soybean Prices in Brazil Set Records Last Friday,Brazilian Ports Operating Normally for Grain Exports,Brazil Produced Record Ethanol in 2019/20 4.7% Made from Corn,"3,44",0,-1
2020-04-01,"Brazil Soy 86% Harvested, Rio Grande do Sul Severely Impacted",Soybean Yields in Rio Grande do Sul down at Least 40%,Grain Logistics in Argentina are Tenuous at Best,Brazil Soy 86% Harvested Rio Grande do Sul Severely Impacted,Domestic Corn Prices in Brazil remain Strong,Southern Safrinha Corn Areas of Brazil need Rain,Safrinha Corn off to a Good Start in Southwestern Goias,"Last Week was ""Best Week Ever"" for Brazilian Grain Producers",Only Minor Problems being Reported for Brazilian Logistics,,"3,32",0,0
2020-04-04,"Conab Lowers Brazil Soybean Estimate, Increases Corn Estimate",Farmers in Parana to Plant 4.7% More Wheat in 2020,"Argentina Soybeans 8.1% Harvested, Yields Variable",Argentina Soybeans 8.1% Harvested Yields Variable,U.S. Attaché Lowers Brazil Soy Estimate 0.5 mt to 123.0 Million Tons,"Last Week was ""Best Week Ever"" for Brazilian Grain Producers","Brazil Soy 86% Harvested, Rio Grande do Sul Severely Impacted",Brazil's Ag Sector best Positioned to Weather Economic Turmoil,Brazil Soy 86% Harvested Rio Grande do Sul Severely Impacted,Only Minor Problems being Reported for Brazilian Logistics,"3,3",0,-1
2020-04-07,"Argentina Soybeans 8.1% Harvested, Yields Variable",Argentina Soybeans 8.1% Harvested Yields Variable,Brazilian Farmers Aggressively Selling their Crops,"Last Week was ""Best Week Ever"" for Brazilian Grain Producers",Brazil's Ag Sector best Positioned to Weather Economic Turmoil,"Conab Lowers Brazil Soybean Estimate, Increases Corn Estimate","Brazil Soy 86% Harvested, Rio Grande do Sul Severely Impacted",U.S. Attaché Lowers Brazil Soy Estimate 0.5 mt to 123.0 Million Tons,Conab Lowers Brazil Soybean Estimate Increases Corn Estimate,Farmers in Parana to Plant 4.7% More Wheat in 2020,"3,31",0,-1
2020-04-10,Conab Lowers Brazil Soybean Estimate Increases Corn Estimate,Aprosoja Lowers 2019/20 Brazil Soybean Production to 120.0 mt,2019/20 Argentina Soybeans 16% Harvested,Low Water on Parana River Restrict Vessel Loading in Argentina,Brazilian Farmers Aggressively Selling their Crops,USDA Expects Brazil's Soy Acreage to Increase 4% in 2020/21,2019/20 Argentina Corn 26% Harvested,"Conab Lowers Brazil Soybean Estimate, Increases Corn Estimate",Early U.S. Corn Planting Slowed by Cold Temps and Wet Soils,,"3,24",0,-1
2020-04-13,Winter Wheat Planting in Southern Brazil off to a Timid Start,Brazilian Farmers Aggressively Selling their Crops,Early U.S. Corn Planting Slowed by Cold Temps and Wet Soils,Aprosoja Lowers 2019/20 Brazil Soybean Production to 120.0 mt,2019/20 Argentina Corn 26% Harvested,2019/20 Argentina Soybeans 16% Harvested,USDA Expects Brazil's Soy Acreage to Increase 4% in 2020/21,Low Water on Parana River Restrict Vessel Loading in Argentina,,,"3,24",0,-1
2020-04-16,Winter Wheat Planting in Southern Brazil off to a Timid Start,Brazil Soybean Export Pace Intensifies,2020 U.S. Planting Progress - Corn 7% and Soybeans 2%,Aprosoja Lowers 2019/20 Brazil Soybean Production to 120.0 mt,USDA Expects Brazil's Soy Acreage to Increase 4% in 2020/21,"Brazilian Sugar/Ethanol Sector in ""Survival Mode""",Brazil Farmers Locked in Profits on 35% of Next Year's Soy Crop,,,,"3,17",0,0
2020-04-19,Brazil Soybean Export Pace Intensifies,2020 U.S. Planting Progress - Corn 7% and Soybeans 2%,Brazil Farmers Locked in Profits on 35% of Next Year's Soy Crop,Brazil Produced Record Ethanol in 2019/20 4.7% Made from Corn,Truck Traffic in Brazil down 45% due to Covid-19 Crisis,Safrinha Corn Dry in Southern Brazil Doing OK in Central Brazil,"Safrinha Corn Dry in Southern Brazil, Doing OK in Central Brazil","Brazilian Sugar/Ethanol Sector in ""Survival Mode""","Brazil Produced Record Ethanol in 2019/20, 4.7% Made from Corn",,"3,15",0,0
2020-04-28,Brazil Soy Supply Should be Adequate to Meet Demand in 2020,Brazilian Farmers Expected to Increase their Winter Wheat Acreage,Brazilian Ports Operating Normally for Grain Exports,Domestic Soybean Prices in Brazil Set Records Last Friday,Paraguay Ethanol Production Impacted by Corvid-19 Pandemic,2020 U.S. Planting Pace Leaps Ahead of Average,Brazil Continues to Export Soybeans at a Record Pace,Dry Weather a Concern for Southern Safrinha Corn in Brazil,,,"3,14",1,0
2020-05,Port of Paranagua Exports Record Amounts of Soybeans in 2020,Agricultural Equipment Sales Surge in Brazil,Brazil's Cotton Acreage to Decline in 2020/21 More Corn and Soy,2020 U.S. Soybean Crop 75% Planted and 52% Emerged,Soybeans are Gaining Acreage in the State of Sao Paulo Brazil,2019/20 Argentina Soybeans 93% Harvested Corn 43% Harvested,Itaipu Dam Opens Spillway to Increase Water Level of Parana River,Yacyreta Dam Increases Water Discharge to Aid Parana River,Weaker Currency Results in Higher Cost of Production in Brazil,2020 U.S. Corn 80% Planted Soybeans 53% Planted,"8,41",0,-1
2020-05,Agricultural Equipment Sales Surge in Brazil,Brazil's Cotton Acreage to Decline in 2020/21 More Corn and Soy,Brazil's Safrinha Corn 2% Harvested,2020 U.S. Crops Starting off in Generally Good Condition,2020 U.S. Corn Crop 78% Emerged Off to Good Start,2019/20 Safrinha Corn Harvest Starting in Mato Grosso,2019/20 Argentina Soybeans 93% Harvested Corn 43% Harvested,Safrinha Corn Helped by Recent Rains in Southern Brazil,Itaipu Dam Opens Spillway to Increase Water Level of Parana River,Yacyreta Dam Increases Water Discharge to Aid Parana River,"3,17",0,-1
2020-05-04,Dry Weather a Concern for Southern Safrinha Corn in Brazil,Imea Estimates Mato Grosso will surpass 10 mha of Soy in 2020/21,2019/20 Argentina Soy Harvest Ahead of Average Approaching 70%,"U.S. Corn Planting 51% Complete, Soy 23%, both Ahead of Average",2019/20 Argentina Corn Harvest Advanced 2% last Week to 37%,"2019/20 Argentina Soy Harvest Ahead of Average, Approaching 70%",Brazil Crushers Compete with Exporters for Tight Soy Supplies,2019/20 Safrinha Corn in Southern Brazil Waiting for Rain,U.S. Corn Planting 51% Complete Soy 23% both Ahead of Average,,"3,17",1,0
2020-05-07,"Conab Lowers Brazilian Soybean Estimate, Increases Corn Estimate","2020 U.S. Corn 67% Planted (56% average), Soy 38% (23% average)",Mirror Image Weather - North America and South America,Brazil Crushers Compete with Exporters for Tight Soy Supplies,Imea Estimates Mato Grosso will surpass 10 mha of Soy in 2020/21,Conab Lowers Brazilian Soybean Estimate Increases Corn Estimate,2020 U.S. Corn 67% Planted (56% average) Soy 38% (23% average),Soy Prices Continue to Increase in Brazil due to Weaker Currency,Corn will Account for 8.4% of Brazil's Ethanol According to Conab,,"3,19",1,0
2020-05-10,2020 U.S. Corn 67% Planted (56% average) Soy 38% (23% average),Soy Prices Continue to Increase in Brazil due to Weaker Currency,Agroconsult Lowers Estimate of Brazil's Safrinha Corn Production,"2020 U.S. Corn 67% Planted (56% average), Soy 38% (23% average)",Mirror Image Weather - North America and South America,"Conab Lowers Brazilian Soybean Estimate, Increases Corn Estimate",Conab Lowers Brazilian Soybean Estimate Increases Corn Estimate,Safrinha Corn Ratings Decline in Parana,Corn will Account for 8.4% of Brazil's Ethanol According to Conab,More Logistical Problems at Argentine Ports along the Parana River,"3,19",1,0
2020-05-13,"2020 U.S. Corn 80% Planted, Soybeans 53% Planted",More Logistical Problems at Argentine Ports along the Parana River,Conab Lowers Brazilian Soybean Estimate Increases Corn Estimate,2020 U.S. Corn 80% Planted Soybeans 53% Planted,Safrinha Corn Ratings Decline in Parana,Brazilian Farmers Sold 80% of 19/20 Crop and 28% of 20/21 Crop,Mirror Image Weather - North America and South America,Brazil's Agricultural Gross Domestic Product up 8.6% in 2020,"Conab Lowers Brazilian Soybean Estimate, Increases Corn Estimate",Agroconsult Lowers Estimate of Brazil's Safrinha Corn Production,"3,19",0,0
2020-05-16,Weaker Currency Results in Higher Cost of Production in Brazil,"2020 U.S. Corn 80% Planted, Soybeans 53% Planted",Brazilian Farmers Sold 80% of 19/20 Crop and 28% of 20/21 Crop,Itaipu Dam Opens Spillway to Increase Water Level of Parana River,2020 U.S. Corn 80% Planted Soybeans 53% Planted,Brazil's Safrinha Corn receives some Much Needed Rainfall,Bidding on Ferrograo Railroad Scheduled for First Semester of 2021,Yacyreta Dam Increases Water Discharge to Aid Parana River,Brazil's Agricultural Gross Domestic Product up 8.6% in 2020,,"3,19",1,0
2020-05-19,2020 U.S. Corn 80% Planted Soybeans 53% Planted,Yacyreta Dam Increases Water Discharge to Aid Parana River,Brazil's Agricultural Gross Domestic Product up 8.6% in 2020,Weaker Currency Results in Higher Cost of Production in Brazil,Itaipu Dam Opens Spillway to Increase Water Level of Parana River,Bidding on Ferrograo Railroad Scheduled for First Semester of 2021,Brazil's Safrinha Corn receives some Much Needed Rainfall,"2020 U.S. Corn 80% Planted, Soybeans 53% Planted",,,"3,19",1,0
2020-05-22,Help is on the Way for Low Water Levels on the Parana River,2019/20 Argentina Soybeans 93% Harvested Corn 43% Harvested,Paranagua Operating Normally after brief Suspension at Berth 214,Rumo Signs Contract to Operate Brazil's Malha Paulista Railroad,"2019/20 Argentina Soybeans 93% Harvested, Corn 43% Harvested",Safrinha Corn Helped by Recent Rains in Southern Brazil,Bidding on Ferrograo Railroad Scheduled for First Semester of 2021,2019/20 Safrinha Corn Harvest Starting in Mato Grosso,,,"3,21",1,0
2020-05-25,2019/20 Safrinha Corn Harvest Starting in Mato Grosso,Safrinha Corn Helped by Recent Rains in Southern Brazil,"Soybeans are Gaining Acreage in the State of Sao Paulo, Brazil",2019/20 Argentina Soybeans 93% Harvested Corn 43% Harvested,Soybeans are Gaining Acreage in the State of Sao Paulo Brazil,Paranagua Operating Normally after brief Suspension at Berth 214,Rumo Signs Contract to Operate Brazil's Malha Paulista Railroad,"2019/20 Argentina Soybeans 93% Harvested, Corn 43% Harvested",Help is on the Way for Low Water Levels on the Parana River,,"3,23",1,0
2020-05-28,Soybeans are Gaining Acreage in the State of Sao Paulo Brazil,2020 U.S. Crops Starting off in Generally Good Condition,Rumo Signs Contract to Operate Brazil's Malha Paulista Railroad,Brazil's Safrinha Corn 2% Harvested,"2020 U.S. Corn Crop 78% Emerged, Off to Good Start","Soybeans are Gaining Acreage in the State of Sao Paulo, Brazil",Paranagua Operating Normally after brief Suspension at Berth 214,2020 U.S. Corn Crop 78% Emerged Off to Good Start,2020 U.S. Soybean Crop 75% Planted and 52% Emerged,Upgrade of Malha Paulista Railroad will help Mato Grosso Farmers,"3,25",1,0
2020-06,Conab Increases Soy Estimate 0.4 mt Lowers Corn Estimate 0.4 mt,Worrisome Forecast for Corn in Eastern Corn Belt,2020 U.S. Corn Condition Declines 2% Soy Condition Unchanged,Increased Acreage and Late Rains Help Brazil Safrinha Corn,2020 U.S. Crop Conditions Improve 1% for both Corn and Soybeans,Currency Volatility Spurred Soybean Sales in Brazil,Depressed Ethanol Sales in Brazil show Signs of Recovery,Safrinha Corn Harvest in Mato Grosso is 16% Parana is 4%,Early Safrinha Corn Harvest Underway in Eastern Goias,2020 U.S. Crop Condition-Split Decision Corn up 1% Soy Down 2%,"3,23",1,1
2020-06,2020 U.S. Soybeans Starting to Bloom Dryness is a Concern,Conab Increases Soy Estimate 0.4 mt Lowers Corn Estimate 0.4 mt,2020 U.S. Corn Condition Declines 2% Soy Condition Unchanged,Increased Acreage and Late Rains Help Brazil Safrinha Corn,2020 U.S. Crop Conditions Improve 1% for both Corn and Soybeans,Currency Volatility Spurred Soybean Sales in Brazil,Depressed Ethanol Sales in Brazil show Signs of Recovery,Forward Contracting of Brazil Soybeans Should Slow,2020 U.S. Crop Condition-Split Decision Corn up 1% Soy Down 2%,Soy Planting Complete in Brazil's Northernmost State of Roraima,"8,49",0,0
2020-06-03,Port of Paranagua Exports Record Amounts of Soybeans in 2020,2019/20 Growing Season Good for Farmers in Western Bahia,Brazil's Cotton Acreage to Decline in 2020/21 More Corn and Soy,Brazil's 2020/21 Harvest Plan (Plano Safra) will be Released June 15th,2020 U.S. Crop Conditions Improve with Warmer Temperatures,"Brazil's Cotton Acreage to Decline in 2020/21, More Corn and Soy",Brazil's Safrinha Corn 2% Harvested,Agricultural Equipment Sales Surge in Brazil,2020 U.S. Soybean Crop 75% Planted and 52% Emerged,,"3,29",0,0
